county_name,STATEICP,COUNTYICP,county_lon,county_lat
Hinds,46,490,-90.44281751,32.26671633
Hinsdale,62,530,-107.3003244,37.82134865
Hitchcock,35,870,-101.0422816,40.17635367
Hocking,24,730,-82.47925729,39.49703173
Hockley,49,2190,-102.3432065,33.60764846
Hodgeman,32,830,-99.89794471,38.08749035
Hoke,47,930,-79.23710842,35.01736817
Holmes,43,590,-85.81410487,30.86790506
Holmes,46,510,-90.09205944,33.12352091
Holmes,24,750,-81.92936854,40.5611846
Holt,34,870,-95.21507045,40.09458575
Holt,35,890,-98.78385359,42.4557182
Honolulu,82,30,-158.0513385,21.48325329
Hood,49,2210,-97.8322791,32.42994128
Hood River,72,270,-121.6512037,45.51902945
Hooker,35,910,-101.1353441,41.9159196
Hopewell City,40,6700,-77.29854354,37.29137851
Hopkins,51,1070,-87.54081195,37.30879821
Hopkins,49,2230,-95.56395741,33.14956173
Horry,48,510,-78.99706054,33.92156881
Hot Spring,42,590,-92.94598151,34.31764694
Hot Springs,68,170,-108.4421075,43.71893663
Houghton,23,610,-88.68751075,46.8976728
Houston,41,690,-85.30252895,31.15319199
Houston,44,1530,-83.66624613,32.45901328
Houston,33,550,-91.4928397,43.67145211
Houston,54,830,-87.717079,36.28597867
Houston,49,2250,-95.42269287,31.31773767
Howard,42,610,-93.99350087,34.08873666
Howard,22,670,-86.11693558,40.48359341
Howard,31,890,-92.31720632,43.35677519
Howard,52,250,-76.93119951,39.25072458
Howard,34,890,-92.69628336,39.14244023
Howard,35,930,-98.51710333,41.22004569
Howard,49,2270,-101.4355139,32.30617506
Howell,34,910,-91.88654813,36.77402032
Hubbard,33,570,-94.91664327,47.10865082
Hudson,12,170,-74.07747134,40.74156745
Hudspeth,49,2290,-105.3864644,31.45619269
Huerfano,62,550,-104.9605907,37.68469002
Hughes,53,630,-96.25024967,35.04834571
Hughes,37,650,-99.99607306,44.38903881
Humboldt,71,230,-123.8734955,40.69870232
Humboldt,31,910,-94.20719463,42.7764762
Humboldt,65,130,-118.1119823,41.40684514
Humphreys,46,530,-90.52662692,33.12870335
Humphreys,54,850,-87.77563689,36.04082647
Hunt,49,2310,-96.08546205,33.12360124
Hunterdon,12,190,-74.91221841,40.5672922
Huntingdon,14,610,-77.98125317,40.41697063
Huntington,22,690,-85.48817727,40.82924687
Huron,23,630,-83.01948541,43.83330333
Huron,24,770,-82.59841148,41.14615709
Hutchinson,37,670,-97.75442471,43.33485366
Hutchinson,49,2330,-101.3547083,35.84003203
Hyde,47,950,-76.24886953,35.5323803
Hyde,37,690,-99.48713017,44.54737513
Iberia,45,450,-91.73077368,29.89436345
Iberville,45,470,-91.34936937,30.25850412
Ida,31,930,-95.51350424,42.38688213
Idaho,63,490,-115.4674658,45.84420496
Imperial,71,250,-115.3653243,33.03951251
Independence,42,630,-91.56972779,35.74158574
Indian River,43,610,-80.61591817,27.69269378
Indiana,14,630,-79.08755175,40.6520577
Ingham,23,650,-84.37354214,42.59710696
Inyo,71,270,-117.4098259,36.51072999
Ionia,23,670,-85.07460671,42.94510236
Iosco,23,690,-83.63594199,44.35581035
Iowa,31,950,-92.06553106,41.68633049
Iowa,25,490,-90.13543977,43.00048487
Iredell,47,970,-80.87362612,35.80709658
Irion,49,2350,-100.9824321,31.30393425
Iron,23,710,-88.53055318,46.20868007
Iron,34,930,-90.77343001,37.55510304
Iron,67,210,-113.2892752,37.85917653
Iron,25,510,-90.24207453,46.26228064
Iroquois,21,750,-87.82431019,40.74723385
Irwin,44,1550,-83.27638152,31.60228945
Isabella,23,730,-84.84680731,43.64060503
Isanti,33,590,-93.29518665,45.5614938
Island,73,290,-122.548331,48.16346785
Isle Of Wight,40,930,-76.72688318,36.89078747
Issaquena,46,550,-90.98921932,32.74139865
Itasca,33,610,-93.63201435,47.50953563
Itawamba,46,570,-88.36137767,34.27996883
Izard,42,650,-91.9134241,36.09488109
Jack,49,2370,-98.17246587,33.23346657
Jackson,41,710,-85.9993057,34.77942138
Jackson,42,670,-91.2145761,35.59923332
Jackson,62,570,-106.3428034,40.66644423
Jackson,43,630,-85.21546208,30.7953958
Jackson,44,1570,-83.56635199,34.13388833
Jackson,21,770,-89.38213045,37.78514389
Jackson,22,710,-86.03754148,38.90642837
Jackson,31,970,-90.57423607,42.1717503
Jackson,32,850,-95.7936712,39.41682568
Jackson,51,1090,-84.00581524,37.41984424
Jackson,45,490,-92.55774795,32.30204386
Jackson,23,750,-84.42344216,42.24849541
Jackson,33,630,-95.15412097,43.67417948
Jackson,46,590,-88.63648649,30.54381181
Jackson,34,950,-94.34611143,39.00851116
Jackson,47,990,-83.14082359,35.28739346
Jackson,24,790,-82.61838697,39.01967975
Jackson,53,650,-99.41476538,34.58797712
Jackson,72,290,-122.7284386,42.43215586
Jackson,37,710,-101.5947873,43.86759667
Jackson,54,870,-85.6731579,36.35921246
Jackson,49,2390,-96.57870954,28.95571434
Jackson,56,350,-81.6747997,38.83447532
Jackson,25,530,-90.80518182,44.31913831
James City,40,950,-76.77732035,37.32286507
Jasper,44,1590,-83.68813666,33.31646652
Jasper,21,790,-88.15381689,39.01003813
Jasper,22,730,-87.11612438,41.02300608
Jasper,31,990,-93.053773,41.68604659
Jasper,46,610,-89.11886851,32.01911423
Jasper,34,970,-94.34061774,37.2035525
Jasper,48,530,-81.03871417,32.47047825
Jasper,49,2410,-94.02508837,30.74396821
Jay,22,750,-85.00564025,40.43792601
Jeff Davis,44,1610,-82.63696258,31.80560263
Jeff Davis,49,2430,-104.1400296,30.71548285
Jefferson,41,730,-86.89649445,33.5543201
Jefferson,42,690,-91.93152073,34.26879137
Jefferson,62,590,-105.2484918,39.58852111
Jefferson,43,650,-83.89515058,30.43794004
Jefferson,44,1630,-82.41774994,33.05516272
Jefferson,63,510,-112.3112901,43.82014701
Jefferson,21,810,-88.92401508,38.30049662
Jefferson,22,770,-85.438558,38.78578788
Jefferson,31,1010,-91.94888433,41.03176704
Jefferson,32,870,-95.38345146,39.23577062
Jefferson,51,1110,-85.65978771,38.18704125
Jefferson,45,510,-90.11720096,29.74499465
Jefferson,46,630,-91.03718428,31.73421142
Jefferson,34,990,-90.53777203,38.26104898
Jefferson,64,430,-112.0937521,46.1485058
Jefferson,35,950,-97.14272271,40.17576876
Jefferson,13,450,-75.91183453,44.04095314
Jefferson,24,810,-80.76098665,40.38502368
Jefferson,53,670,-97.83585961,34.11101341
Jefferson,72,310,-121.1754194,44.62941677
Jefferson,14,650,-78.99943147,41.128152
Jefferson,54,890,-83.44631598,36.05099696
Jefferson,49,2450,-94.17179154,29.88412782
Jefferson,73,310,-123.5999794,47.74802803
Jefferson,56,370,-77.86272556,39.30763554
Jefferson,25,550,-88.77587937,43.02082999
Jefferson Davis,45,530,-92.81412951,30.26771714
Jefferson Davis,46,650,-89.82300765,31.56964656
Jenkins,44,1650,-81.96353561,32.79247743
Jennings,22,790,-85.62806913,38.99693802
Jerauld,37,730,-98.62973787,44.06635539
Jerome,63,530,-114.2640609,42.68991068
Jersey,21,830,-90.35665917,39.08568736
Jessamine,51,1130,-84.58097215,37.87200949
Jewell,32,890,-98.21835011,39.78473939
Jim Hogg,49,2470,-98.69731414,27.04332532
Jim Wells,49,2490,-98.08993396,27.73128064
Jo Daviess,21,850,-90.21241741,42.36571828
Johnson,42,710,-93.45991666,35.57006134
Johnson,44,1670,-82.66008522,32.70147149
Johnson,21,870,-88.88089453,37.45963827
Johnson,22,810,-86.10164183,39.48997773
Johnson,31,1030,-91.5880869,41.67154768
Johnson,32,910,-94.82226303,38.88376992
Johnson,51,1150,-82.83136625,37.84668805
Johnson,34,1010,-93.8063789,38.74409418
Johnson,35,970,-96.2651049,40.39263865
Johnson,54,910,-81.85175856,36.45494187
Johnson,49,2510,-97.36634407,32.37901825
Johnson,68,190,-106.5846436,44.03878167
Johnston,47,1010,-78.36562513,35.51760206
Johnston,53,690,-96.66067081,34.31649841
Jones,44,1690,-83.56052844,33.02513904
Jones,31,1050,-91.13144263,42.1212468
Jones,46,670,-89.16879831,31.62256195
Jones,47,1030,-77.35592309,35.02208968
Jones,37,750,-100.6896961,43.96062911
Jones,49,2530,-99.87875083,32.73991246
Josephine,72,330,-123.5556053,42.36545973
Juab,67,230,-112.7847937,39.7026302
Judith Basin,64,450,-110.2660831,47.04546607
Juneau,25,570,-90.11402463,43.92444915
Juniata,14,670,-77.40207735,40.53113096
Kalamazoo,23,770,-85.53118868,42.24546132
Kalkaska,23,790,-85.09025516,44.68468444
Kanabec,33,650,-93.29343149,45.94522659
Kanawha,56,390,-81.52812091,38.33658192
Kandiyohi,33,670,-95.00474898,45.15238982
Kane,21,890,-88.42866544,41.93894664
Kane,67,250,-111.8878809,37.28507402
Kankakee,21,910,-87.86180181,41.13771185
Karnes,49,2550,-97.85940912,28.90574367
Kauai,82,70,-159.5942441,22.04013987
Kaufman,49,2570,-96.2878684,32.59955837
Kay,53,710,-97.1439319,36.81801377
Kearney,35,990,-98.94802958,40.50671368
Kearny,32,930,-101.3198707,38.00020458
Keith,35,1010,-101.661363,41.19880076
Kemper,46,690,-88.64117342,32.7545705
Kendall,21,930,-88.42886541,41.59057145
Kendall,49,2590,-98.71156307,29.94469387
Kenedy,49,2610,-97.7180097,26.92885515
Kennebec,2,110,-69.76727295,44.40917742
Kenosha,25,590,-88.04271742,42.5768068
Kent,11,10,-75.56847916,39.08561822
Kent,52,270,-76.03510301,39.25902731
Kent,23,810,-85.54930117,43.03216381
Kent,5,30,-71.59478726,41.67197298
Kent,49,2630,-100.7775769,33.18142057
Kenton,51,1170,-84.53320774,38.93354431
Keokuk,31,1070,-92.17864921,41.33647274
Kern,71,290,-118.729854,35.34293923
Kerr,49,2650,-99.35016763,30.06149017
Kershaw,48,550,-80.59307881,34.3490163
Kewaunee,25,610,-87.6152976,44.51612033
Keweenaw,23,830,-88.42658927,47.60839515
Keya Paha,35,1030,-99.71237953,42.87882898
Kidder,36,430,-99.78010145,46.98015303
Kimball,35,1050,-103.7149583,41.19768912
Kimble,49,2670,-99.74870324,30.48678388
King,49,2690,-100.2558583,33.61648166
King,73,330,-121.7973704,47.48810579
King And Queen,40,970,-76.89809558,37.72317928
King George,40,990,-77.15751816,38.2727983
King William,40,1010,-77.08949293,37.70726306
Kingfisher,53,730,-97.9421168,35.94539743
Kingman,32,950,-98.13634076,37.55889143
Kings,71,310,-119.8155128,36.07536793
Kings,13,470,-73.94636537,40.64419675
Kingsbury,37,770,-97.49148489,44.36959304
Kinney,49,2710,-100.4179554,29.35021303
Kiowa,62,610,-102.7403741,38.43269396
Kiowa,32,970,-99.28605702,37.55827099
Kiowa,53,750,-98.98087613,34.91637267
Kit Carson,62,630,-102.6028965,39.3054474
Kitsap,73,350,-122.6765791,47.61122374
Kittitas,73,370,-120.6797465,47.12418235
Kittson,33,690,-96.78286087,48.77663566
Klamath,72,350,-121.6501319,42.68634916
Kleberg,49,2730,-97.73148633,27.43331681
Klikatat,73,390,-120.7892739,45.87378468
Knott,51,1190,-82.95400543,37.35404683
Knox,21,950,-90.21326913,40.93182936
Knox,22,830,-87.41803141,38.68908293
Knox,51,1210,-83.85398714,36.8906508
Knox,2,130,-69.17548877,44.1508548
Knox,34,1030,-92.14808121,40.12825986
Knox,35,1070,-97.89190543,42.63678881
Knox,24,830,-82.42153746,40.39877644
Knox,54,930,-83.9370919,35.99322483
Knox,49,2750,-99.7414352,33.60613507
Koochiching,33,710,-93.78337388,48.24527671
Kootenai,63,550,-116.7000264,47.67456189
Kosciusko,22,850,-85.86072581,41.24410952
Kossuth,31,1090,-94.20672737,43.20413859
La Crosse,25,630,-91.11520854,43.90654015
La Moure,36,450,-98.53546922,46.45692146
La Plata,62,670,-107.8433608,37.28660426
La Salle,21,990,-88.88595589,41.34399863
La Salle,45,590,-92.1604391,31.6767333
La Salle,49,2830,-99.0996713,28.3450829
Labette,32,990,-95.29758367,37.19133433
Lac Qui Parle,33,730,-96.1734831,44.99551967
Lackawanna,14,690,-75.60917122,41.43699313
Laclede,34,1050,-92.59035842,37.65833217
Lafayette,42,730,-93.60704782,33.24098805
Lafayette,43,670,-83.18107139,29.98552499
Lafayette,45,550,-92.06389296,30.20626337
Lafayette,46,710,-89.48492284,34.35677496
Lafayette,34,1070,-93.78563556,39.06564972
Lafayette,25,650,-90.13172854,42.66050722
Lafourche,45,570,-90.44106188,29.57400963
Lagrange,22,870,-85.42650362,41.64261445
Lake,71,330,-122.7531928,39.09964406
Lake,62,650,-106.3448481,39.20238572
Lake,43,690,-81.7113059,28.76147325
Lake,21,970,-88.0035829,42.32328667
Lake,22,890,-87.38210182,41.41657538
Lake,23,850,-85.80169788,43.99002024
Lake,33,750,-91.44579036,47.64103302
Lake,64,470,-114.0893759,47.64594575
Lake,24,850,-81.23738228,41.69652884
Lake,72,370,-120.3874846,42.79340114
Lake,37,790,-97.12938506,44.02205185
Lake,54,950,-89.49351029,36.33539527
Lake Of The Woods,33,770,-94.90502138,48.77051295
Lamar,41,750,-88.09690352,33.77921213
Lamar,44,1710,-84.13945983,33.07654063
Lamar,46,730,-89.50869086,31.20587535
Lamar,49,2770,-95.5712124,33.6672738
Lamb,49,2790,-102.3517196,34.06862833
Lamoille,6,150,-72.64145348,44.60576821
Lampasas,49,2810,-98.24145285,31.19619658
Lancaster,35,1090,-96.68776298,40.78418054
Lancaster,14,710,-76.2476625,40.04242646
Lancaster,48,570,-80.71104797,34.70099417
Lancaster,40,1030,-76.46398401,37.73688813
Lander,65,150,-117.0379204,39.93381187
Lane,32,1010,-100.4664198,38.48129741
Lane,72,390,-122.8478462,43.93866804
Langlade,25,670,-89.07191895,45.26237342
Lanier,44,1730,-83.06257406,31.03799514
Lapeer,23,870,-83.22178844,43.09015559
Laporte,22,910,-86.7399427,41.54597
Laramie,68,210,-104.6896253,41.30707407
Larimer,62,690,-105.4611659,40.66641989
Larue,51,1230,-85.69773203,37.54577011
Las Animas,62,710,-104.0387231,37.31585506
Lassen,71,350,-120.5943434,40.67358984
Latah,63,570,-116.7116944,46.81613427
Latimer,53,770,-95.25042595,34.87606351
Lauderdale,41,770,-87.65402426,34.90114634
Lauderdale,46,750,-88.66256339,32.40426469
Lauderdale,54,970,-89.63146079,35.76106317
Laurel,51,1250,-84.11774806,37.11064576
Laurens,44,1750,-82.92224213,32.46366386
Laurens,48,590,-82.00593779,34.48357442
Lavaca,49,2850,-96.93016275,29.3843688
Lawrence,41,790,-87.3110503,34.52165727
Lawrence,42,750,-91.10708318,36.04125488
Lawrence,21,1010,-87.72673534,38.71995531
Lawrence,22,930,-86.48327788,38.84110305
Lawrence,51,1270,-82.73475085,38.06785146
Lawrence,46,770,-90.10700011,31.55020852
Lawrence,34,1090,-93.83294373,37.10635817
Lawrence,24,870,-82.53688366,38.59829339
Lawrence,14,730,-80.33421294,40.99125034
Lawrence,37,810,-103.792235,44.35863432
Lawrence,54,990,-87.39559049,35.21728086
Le Flore,53,790,-94.7034357,34.90029237
Le Sueur,33,790,-93.73009153,44.37144332
Lea,66,250,-103.4124566,32.79218692
Leake,46,790,-89.52406313,32.75353785
Leavenworth,32,1030,-95.03786739,39.1993181
Lebanon,14,750,-76.45769946,40.36721134
Lee,41,810,-85.35556609,32.60114462
Lee,42,770,-90.78207307,34.78062924
Lee,43,710,-81.8214293,26.57912045
Lee,44,1770,-84.14113116,31.77953071
Lee,21,1030,-89.3003805,41.74618509
Lee,31,1110,-91.47927243,40.64200234
Lee,51,1290,-83.71628123,37.59477095
Lee,46,810,-88.68042074,34.28989481
Lee,47,1050,-79.17142884,35.4751764
Lee,48,610,-80.25452875,34.16330076
Lee,49,2870,-96.96571223,30.31068328
Lee,40,1050,-83.12848505,36.70545257
Leelanau,23,890,-85.81197879,44.93837579
Leflore,46,830,-90.30106364,33.55053493
Lehigh,14,770,-75.59249082,40.61280081
Lemhi,63,590,-113.9332392,44.94331681
Lenawee,23,910,-84.0663695,41.8950905
Lenoir,47,1070,-77.64153581,35.23950729
Leon,43,730,-84.27788507,30.45804448
Leon,49,2890,-95.99568023,31.29650282
Leslie,51,1310,-83.38116855,37.09409812
Letcher,51,1330,-82.85533149,37.12117792
Levy,43,750,-82.73927437,29.32133269
Lewis,63,610,-116.4262768,46.23703197
Lewis,51,1350,-83.37820609,38.53164308
Lewis,34,1110,-91.7221506,40.09690693
Lewis,13,490,-75.44879663,43.78470031
Lewis,54,1010,-87.49310069,35.52728699
Lewis,73,410,-122.3928848,46.57779628
Lewis,56,410,-80.50215851,38.99587242
Lewis and Clark,64,490,-112.3903624,47.12234809
Lexington,48,630,-81.27403147,33.90456399
Liberty,43,770,-84.88290864,30.2413733
Liberty,44,1790,-81.50289856,31.83267977
Liberty,64,510,-111.0246201,48.56169574
Liberty,49,2910,-94.81221778,30.15162035
Licking,24,890,-82.48315074,40.09161619
Limestone,41,830,-86.98137346,34.81008318
Limestone,49,2930,-96.58053676,31.54546897
Lincoln,42,790,-91.73333124,33.95747399
Lincoln,62,730,-103.5139752,38.98807583
Lincoln,44,1810,-82.45121142,33.79366367
Lincoln,63,630,-114.1383228,43.00241977
Lincoln,32,1050,-98.2077081,39.04533414
Lincoln,51,1370,-84.66075148,37.45526586
Lincoln,45,610,-92.66476625,32.60161498
Lincoln,2,150,-69.54112564,44.07577546
Lincoln,33,810,-96.26709725,44.41260556
Lincoln,46,850,-90.45400383,31.53239746
Lincoln,34,1130,-90.96005448,39.05803517
Lincoln,64,530,-115.4052074,48.54253269
Lincoln,35,1110,-100.7452372,41.04777978
Lincoln,65,170,-114.877567,37.64335334
Lincoln,66,270,-105.4592579,33.74524682
Lincoln,47,1090,-81.22386985,35.48618622
Lincoln,53,810,-96.88092411,35.70300331
Lincoln,72,410,-123.8648369,44.6362913
Lincoln,37,830,-96.72183327,43.27892903
Lincoln,54,1030,-86.58894197,35.14052806
Lincoln,73,430,-118.4187987,47.57620047
Lincoln,56,430,-82.07039702,38.17537225
Lincoln,25,690,-89.73461925,45.33747196
Lincoln,68,230,-110.6550936,42.26064239
Linn,31,1130,-91.59897151,42.07895555
Linn,32,1070,-94.84293169,38.21227688
Linn,34,1150,-93.10718196,39.87021802
Linn,72,430,-122.5339958,44.48846451
Lipscomb,49,2950,-100.2731293,36.2777148
Litchfield,1,50,-73.24532535,41.79249567
Little River,42,810,-94.23421714,33.7006183
Live Oak,49,2970,-98.12479756,28.3513728
Livingston,21,1050,-88.55772378,40.89156454
Livingston,51,1390,-88.35361615,37.2094323
Livingston,45,630,-90.72354116,30.43778511
Livingston,23,930,-83.91153292,42.60292404
Livingston,34,1170,-93.54828964,39.78211444
Livingston,13,510,-77.77541317,42.72805232
Llano,49,2990,-98.68398005,30.70563875
Logan,42,830,-93.71631043,35.21527934
Logan,62,750,-103.1101052,40.72468322
Logan,21,1070,-89.36755195,40.12456444
Logan,32,1090,-101.1484,38.91734315
Logan,51,1410,-86.87890741,36.85970046
Logan,35,1130,-100.4828707,41.56649323
Logan,36,470,-99.47748253,46.45736558
Logan,24,910,-83.76587284,40.38846075
Logan,53,830,-97.44334237,35.91934221
Logan,56,450,-81.93535024,37.83154294
Long,44,1830,-81.74574794,31.75257527
Lonoke,42,850,-91.8886657,34.75425825
Lorain,24,930,-82.15117844,41.29560219
Los Angeles,71,370,-118.2248252,34.32337172
Loudon,54,1050,-84.30893063,35.73745644
Loudoun,40,1070,-77.63569429,39.09069518
Louisa,31,1150,-91.25962523,41.21851487
Louisa,40,1090,-77.96302367,37.97824323
Loup,35,1150,-99.45442947,41.91385411
Love,53,850,-97.24418749,33.94987375
Loving,49,3010,-103.5799695,31.8492359
Lowndes,41,850,-86.65011075,32.15475582
Lowndes,44,1850,-83.26772797,30.83386744
Lowndes,46,870,-88.4433164,33.47291755
Lubbock,49,3030,-101.8205549,33.61021097
Lucas,31,1170,-93.3277253,41.02937944
Lucas,24,950,-83.65977524,41.62033702
Luce,23,950,-85.5443692,46.47067602
Lumpkin,44,1870,-84.00283484,34.57225894
Luna,66,290,-107.7497834,32.18215551
Lunenburg,40,1110,-78.24056776,36.94621748
Luzerne,14,790,-75.98891892,41.17714529
Lycoming,14,810,-77.06449096,41.34335821
Lyman,37,850,-99.84739287,43.89582198
Lynchburg City,40,6800,-79.16979502,37.41669517
Lynn,49,3050,-101.8161315,33.17683169
Lyon,31,1190,-96.21030235,43.38050478
Lyon,32,1110,-96.15264201,38.45620817
Lyon,51,1430,-88.0830413,37.018911
Lyon,33,830,-95.83898725,44.41349686
Lyon,65,190,-119.1890545,39.01799774
Mackinac,23,970,-85.0948874,46.0816169
Macomb,23,990,-82.93232148,42.6957738
Macon,41,870,-85.69267766,32.38599899
Macon,44,1930,-84.04254275,32.3576894
Macon,21,1150,-88.96160258,39.86000308
Macon,34,1210,-92.56461631,39.83080865
Macon,47,1130,-83.42209466,35.15038134
Macon,54,1110,-86.00852424,36.53190111
Macoupin,21,1170,-89.92443988,39.26102197
Madera,71,390,-119.7626636,37.21804599
Madison,41,890,-86.55021452,34.76310065
Madison,42,870,-93.72457,36.01097094
Madison,43,790,-83.47012602,30.44414886
Madison,44,1950,-83.20903535,34.12778941
Madison,63,650,-111.6593552,43.7841976
Madison,21,1190,-89.90514369,38.82986728
Madison,22,950,-85.7193502,40.16166327
Madison,31,1210,-94.01556941,41.33072162
Madison,51,1510,-84.27821477,37.7201012
Madison,45,650,-91.24258791,32.36440932
Madison,46,890,-90.03381868,32.63468914
Madison,34,1230,-90.34496262,37.47813878
Madison,64,570,-111.9203507,45.30076384
Madison,35,1190,-97.60078763,41.91670533
Madison,13,530,-75.66967355,42.91278729
Madison,47,1150,-82.70570283,35.85806953
Madison,24,970,-83.40038682,39.89414986
Madison,54,1130,-88.83847727,35.60815081
Madison,49,3130,-95.92841779,30.96554385
Madison,40,1130,-78.27924304,38.41369992
Magoffin,51,1530,-83.06483458,37.70654391
Mahaska,31,1230,-92.64091692,41.33521094
Mahnomen,33,870,-95.80905469,47.32524675
Mahoning,24,990,-80.77591493,41.01458245
Major,53,930,-98.53596317,36.31165072
Malheur,72,450,-117.623068,43.19342671
Manatee,43,810,-82.29849071,27.4713544
Manistee,23,1010,-86.05663906,44.33294844
Manitowoc,25,710,-87.80965406,44.11995007
Marathon,25,730,-89.75905836,44.89829487
Marengo,41,910,-87.7895242,32.24762116
Maricopa,61,130,-112.4912586,33.34885454
Maries,34,1250,-91.92490701,38.16162651
Marin,71,410,-122.7189656,38.0718992
Marinette,25,750,-88.03357939,45.38316645
Marion,41,930,-87.88714391,34.13655346
Marion,42,890,-92.68422468,36.26835434
Marion,43,830,-82.05668896,29.21004389
Marion,44,1970,-84.52464205,32.35338431
Marion,21,1210,-88.91897595,38.64959967
Marion,22,970,-86.13847545,39.78171534
Marion,31,1250,-93.09944611,41.33445971
Marion,32,1150,-97.09690039,38.35888131
Marion,51,1550,-85.26949736,37.5525648
Marion,46,910,-89.82244391,31.2308216
Marion,34,1270,-91.62242374,39.80595528
Marion,24,1010,-83.16087549,40.58719889
Marion,72,470,-122.5828848,44.90323412
Marion,48,670,-79.3625134,34.08006714
Marion,54,1150,-85.62200097,35.12934838
Marion,49,3150,-94.35722798,32.79798703
Marion,56,490,-80.24339885,39.51000373
Mariposa,71,430,-119.90553,37.58152698
Marlboro,48,690,-79.67863005,34.60199213
Marquette,23,1030,-87.64161779,46.4312836
Marquette,25,770,-89.39881841,43.81961393
Marshall,41,950,-86.30664217,34.36696885
Marshall,21,1230,-89.34478412,41.03318246
Marshall,22,990,-86.2617666,41.3248568
Marshall,31,1270,-92.99877724,42.03585733
Marshall,32,1170,-96.52294842,39.78362966
Marshall,51,1570,-88.32932792,36.88345279
Marshall,33,890,-96.36847581,48.35813419
Marshall,46,930,-89.50306289,34.76228771
Marshall,53,950,-96.76914226,34.02450005
Marshall,37,910,-97.59850956,45.75867869
Marshall,54,1170,-86.76502238,35.46886665
Marshall,56,510,-80.66338986,39.86062078
Martin,43,850,-80.38895871,27.08412097
Martin,22,1010,-86.8030844,38.70798845
Martin,51,1590,-82.51318732,37.80155644
Martin,33,910,-94.55107757,43.6743703
Martin,47,1170,-77.10709615,35.84162426
Martin,49,3170,-101.9512254,32.30603551
Martinsville City,40,6900,-79.86828834,36.68349283
Mason,21,1250,-89.91679004,40.23965583
Mason,51,1610,-83.82411686,38.595332
Mason,23,1050,-86.24998051,43.99527308
Mason,49,3190,-99.22613499,30.71772143
Mason,73,450,-123.1985577,47.35126456
Mason,56,530,-82.02654353,38.76974448
Massac,21,1270,-88.70779294,37.21905583
Matagorda,49,3210,-95.98578471,28.86643544
Matthews,40,1150,-76.34431577,37.43668509
Maui,82,90,-156.5687368,20.86311437
Maury,54,1190,-87.07701868,35.61694487
Maverick,49,3230,-100.3145212,28.74259402
Mayes,53,970,-95.2308533,36.30188443
Mcclain,53,870,-97.44416226,35.00905719
McCone,64,550,-105.7953513,47.64523321
Mccook,37,870,-97.36845194,43.67431837
Mccormick,48,650,-82.30987105,33.89953451
Mccracken,51,1450,-88.71268045,37.05402148
Mccreary,51,1470,-84.48416139,36.73714247
Mcculloch,49,3070,-99.34747965,31.19886805
Mccurtain,53,890,-94.77132929,34.11532268
Mcdonald,34,1190,-94.34836412,36.62867955
Mcdonough,21,1090,-90.67791675,40.45621832
Mcdowell,47,1110,-82.04865608,35.68133674
McDowell,56,470,-81.65358669,37.3785082
Mcduffie,44,1890,-82.48135082,33.48285049
Mchenry,21,1110,-88.45247876,42.3244056
Mchenry,36,490,-100.6362899,48.23458739
Mcintosh,44,1910,-81.41529017,31.50023974
Mcintosh,36,510,-99.44121734,46.11180227
Mcintosh,53,910,-95.66684679,35.3736715
Mckean,14,830,-78.5690131,41.80776564
Mckenzie,36,530,-103.3952805,47.74016096
Mckinley,66,310,-108.2619371,35.58061947
Mclean,21,1130,-88.84732842,40.49089772
Mclean,51,1490,-87.26357389,37.5291653
Mclean,36,550,-101.3218388,47.60696543
Mclennan,49,3090,-97.20179533,31.55238245
Mcleod,33,850,-94.27242827,44.82355185
McMinn,54,1070,-84.61748346,35.42475231
Mcmullen,49,3110,-98.56785418,28.35269409
McNairy,54,1090,-88.56373879,35.17612651
Mcpherson,32,1130,-97.64808548,38.39167561
Mcpherson,35,1170,-101.0605398,41.56809144
Mcpherson,37,890,-99.22146491,45.76638128
Meade,32,1190,-100.3661879,37.23820339
Meade,51,1630,-86.21695519,37.96950162
Meade,37,930,-102.7168765,44.56684569
Meagher,64,590,-110.885644,46.59819547
Mecklenburg,47,1190,-80.83277014,35.24674112
Mecklenburg,40,1170,-78.36272966,36.68036867
Mecosta,23,1070,-85.32463662,43.64080516
Medina,24,1030,-81.89971536,41.1175905
Medina,49,3250,-99.11013901,29.35570076
Meeker,33,930,-94.52731762,45.12312331
Meigs,24,1050,-82.02290621,39.08224756
Meigs,54,1210,-84.81343509,35.51278286
Mellette,37,950,-100.7600374,43.58130854
Menard,21,1290,-89.80217628,40.02740383
Menard,49,3270,-99.82064322,30.88978766
Mendocino,71,450,-123.3913661,39.44027823
Menifee,51,1650,-83.59890719,37.94145968
Menominee,23,1090,-87.55663963,45.58011567
Merced,71,470,-120.7180393,37.19259725
Mercer,21,1310,-90.74141677,41.20534553
Mercer,51,1670,-84.87468617,37.81083593
Mercer,34,1290,-93.56856515,40.42233933
Mercer,12,210,-74.70133186,40.28374828
Mercer,36,570,-101.8315456,47.30922347
Mercer,24,1070,-84.62936511,40.54001912
Mercer,14,850,-80.25772472,41.30218908
Mercer,56,550,-81.11144793,37.40552235
Meriwether,44,1990,-84.68831588,33.04066224
Merrick,35,1210,-98.03761545,41.16982551
Merrimack,4,130,-71.68019227,43.29766574
Mesa,62,770,-108.4664611,39.01828503
Metcalfe,51,1690,-85.62922993,36.99052854
Miami,22,1030,-86.04502853,40.76951199
